case_id,factual_account,your_guess_at_cause,your_confidence_0_to_1,sentences_that_state_a_conclusion,correct
"ERA21LA275","On June 29, 2021, at 1347 eastern daylight time, a Bell 206B, N134VG, was substantially damaged when it was involved in an accident at Griffiss International Airport (RME), Rome, New York. The airline transport pilot and two pilot-rated passengers sustained minor injuries. The helicopter was operated as a Title 14 Code of Federal Regulations Part 91 instructional flight. 
The purpose of the flight was to conduct an initial Part 135 competency check ride for the pilot. On board were two Federal Aviation Administration (FAA) aviation safety inspectors, one seated in the left seat performing the check ride and another in the left rear seat providing oversight and on-the-job training to the other inspector. 
According to the pilot, after performing maneuvers, the flight returned to the airport where he was to perform a straight-in autorotation with a powered recovery to runway 33. He briefed the inspectors on the maneuver, carried out clearing turns and landing checks, and entered the autorotation at an altitude of 1,500 ft mean sea level. He lowered the collective and reduced the throttle to idle and maintained a speed of 65 knots. Before the flare, he advanced the throttle to the full open position and noted the power turbine and rotor RPM needles were in the green arc. Both he and the FAA inspector confirmed that the throttle was full open. As he raised the collective for recovery, the low rotor warning light and low rotor warning horn both activated. The engine lost partial power and the helicopter landed hard on the runway and rolled over on to its left side.
According to the FAA inspector seated in the left front seat, as the pilot reduced the collective at the start of the maneuver, he noticed a needle split on the tachometer and concluded the throttle had been reduced. He did not observe any yawing motion of the helicopter at the time. The helicopter “floated” somewhat after the entry and the descent was smooth. As the airspeed was reduced at the beginning of the recovery, he noticed that the altitude was “slightly high” (he estimated slightly above 100 ft above ground level). He checked the throttle position by attempting to rotate it towards full, and it did not move. He did not recall if he checked the tachometer at that time. He noticed that the helicopter was “higher than usual at the completion of the power recovery,” and then felt the helicopter descend and thought the pilot was lowering the helicopter to a “more reasonable altitude.” As the low rotor RPM horn sounded, he glanced inside and attempted to locate the tachometer but was unable to readily see it. As he looked back outside, the helicopter impacted the ground. After the helicopter came to rest with the engine still running, he rotated the right-side throttle grip to idle, noting that it took several iterations of gripping the throttle and rotating it with his fingers to rotate it to the IDLE position. He then struggled to press the detent button before he was able to rotate the throttle further to the OFF position. 
In retrospect, the FAA inspector in the left front seat considered, when he checked the throttle position just prior to recovery by attempting to rotate it, that it may have been held in position by the pilot, who had been gripping the controls somewhat tightly, and was not against the stop in the full position as he assumed. Or, if it had been, perhaps it was rotated away from full, as the collective was raised to arrest the descent at the end of the autorotation.
A statement provided by the FAA inspector seated in the rear left seat, stated in part:
[the pilot] initiated the maneuver by reducing the collective and simultaneous bringing the throttle to the idle position. The initiation was performed at a proper point to ensure we made our intended point of termination. During the auto, I could hear the pilot making proper call-outs (i.e. Airspeed, rotor, touchdown point.) The deceleration was begun too high and a little too aggressive. Because of this, it is not uncommon for the “low rotor” audio warning to come on. I knew there was a problem when the audio warning continued. I attempted to look at the rpm gauge, but before I could verify whether or not the throttle was returned to the “open” position, we impacted the ground.  
Initial examination of the helicopter by a third FAA inspector revealed substantial damage to the fuselage above the windscreen and the left horizontal stabilizer. 
A subsequent examination of the helicopter demonstrated drive continuity within the main transmission. The tail rotor drive system rotated by hand freely throughout the entire system, demonstrating tail rotor drive continuity, and the tail rotor hub and blades remained intact. Both main rotor blades exhibited detached tips, trim tab separations, chordwise fractures and fragmenting of the blade skins and internal foam core. The main rotor hub was intact and the main rotor pitch change links exhibited overload fractures. The throttle was manipulated by hand during the examination to the three positions—Off, Idle, Full On (Fly)—and the proper corresponding positions at the fuel control unit (FCU) pointer were observed. The fuel valve switch was found in the “On” position. The fuel shutoff valve was removed from the helicopter before battery power was engaged during the examination and the valve was observed to be in the Full Open position. The remaining fuel within the fuel cell appeared to be clear and the airframe fuel filter was not obstructed. The fuel boost pumps were activated and operated properly in the green pressure range. Control continuity was confirmed from the flight controls in the cockpit to the corresponding flight control surfaces.
All of the engine and transmission chip detectors, fuel, and oil filters were free of debris. Fuel was present up to the fuel spray nozzle. All engine control pneumatic B-nuts were tight and torque-striped. Control continuity from the cockpit to the engine was confirmed. A borescope examination of the engine revealed metal splatter in the combustion chamber consistent with combustion taking place when the compressor ingested metallic fragments. There were no anomalies with the engine that would have precluded normal operation prior to the accident.
A review of the maintenance records revealed that the most recent 100-hour inspection was performed on April 19, 2021, about 60 flight hours before the accident. At that time, the fuel nozzle and filter were disassembled and cleaned, the starter generator was removed and its brushes were inspected, an engine oil flow check was performed and the fuel system was bled. No other maintenance activity was logged in the engine logbook after this inspection. Entries made in the airframe logbook since that inspection included replacement of the turbine outlet temperature indicator, after a pilot report of an abnormal reading during engine starting, on May 14, 2021. On June 4, 2021, the fuel cell was replaced and the fuel cell/sump drain valve was disassembled and cleaned. After a report of leaking, the drain valve was replaced on June 11, 2021. 
According to the FAA Helicopter Flying Handbook: 
“This is one of the most difficult maneuvers to perform due to the concentration needed when transitioning from powered flight to autorotation and then back again to powered flight. For helicopters equipped with the power control on the collective, engine power must be brought from flight power to idle power and then back to a flight power setting. A delay during any of these transitions can seriously affect rotor rpm placing the helicopter in a situation that cannot be recovered.” 

Furthermore, it stated under the section that listed common errors: 
“Failure to coordinate throttle and collective pitch properly, which results in either an engine overspeed or loss of rotor rpm…Late engine power engagement causing excessive temperature or torque, or rpm drop","Difficult to perform manœuvre by inexperienced pilot","0.5","","0"
"WPR23LA112","On February 15, 2023, about 1730 Pacific standard time, an unregistered Star Lite SL-1 airplane was destroyed when it was involved in an accident near Corning, California. The student pilot was fatally injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight.
The owner of the airplane stated that on the day of the accident he and the accident pilot were taking turns flying the airplane in the traffic pattern at Corning Municipal Airport (0O4). The owner performed five or six takeoffs and landings, and then switched with the accident pilot. 
The accident pilot flew once around the traffic pattern and landed without incident. On the second flight, the pilot took off from runway 35 and performed what the owner described as an “aerobatic” or barrel roll. He stated that the pilot appeared to pull out of the roll too slowly, while in a nose-down attitude, and that the pilot attempted an aggressive recovery. As the airplane‘s speed increased , the left wing separated, and the airplane impacted terrain. 
Another witness to the accident provided a statement consistent with that of the airplane owner. 
The airplane impacted the ground about 0.5 miles southwest of the airport. The airplane came to rest in an orchard with debris scattered throughout an approximate 90-yard radius. The left wing was located about 60 yards northwest of the main wreckage. The owner discarded the wreckage before an examination could be performed. 
The airplane owner stated that he had purchased the airplane three to four months before the accident. He was under the impression it was in the ultralight category, and he did not provide maintenance records. The owner stated that the airplane was not aerobatic capable. 
The pilot held a student pilot/third class medical certificate, issued in September 2021. At the time of the medical examination, the pilot reported 120 total hours of flight experience, with 45 hours in the previous six months. The pilot reported no medications. No pilot records were located and the pilot’s total flight experience at the time of the accident was not determined. 
An autopsy of the pilot was performed by Bennet Omalu Pathology, at the request of the County of Tehama Sheriff-Coroner’s Department. According to the autopsy report, the cause of death was acceleration-deceleration polytrauma. 
The FAA Forensic Sciences Laboratory performed toxicology testing of postmortem specimens from the pilot. Amphetamine was detected in cavity blood at 149 ng/mL and in liver tissue at 144 ng/g. Bupropion was detected in cavity blood at 40 ng/mL and in liver tissue at 38 ng/g. Hydroxybupropion was detected in cavity blood at 122 ng/mL and in liver tissue at 1345 ng/g.
According to the pilot’s wife, the pilot had recently been diagnosed with bipolar disorder and was being treated for attention-deficit/hyperactivity disorder. Reviewed records contained no further details regarding the pilot’s health conditions or any associated symptoms.
Amphetamine is a prescription Federal Schedule II controlled substance. Amphetamine may be prescribed for attention-deficit/hyperactivity disorder, narcolepsy, and obesity. Amphetamine usually carries a warning that the drug may impair the ability to operate a vehicle, and care should be taken until the effects of the drug are assessed after initiation of use. Amphetamine also generally carries a warning that use in individuals diagnosed with bipolar disorder without an additional medication to stabilize mood can precipitate mania. Amphetamine can be used recreationally by users seeking euphoric effects and to increase alertness and relieve fatigue. Abuse of amphetamine may lead to psychosis, paranoia, auditory and visual hallucinations. In addition to being available as a drug itself, amphetamine is a metabolite of methamphetamine, another drug in the same class. The FAA considers amphetamine or methamphetamine use disqualifying for pilot medical certification.
Bupropion is a prescription medication that acts on the central nervous system (CNS) and can be used to treat depression and to help people quit smoking. Bupropion is sometimes used as part of the treatment of ADHD or of depression in bipolar disorder. Hydroxybupropion is a metabolite of bupropion. Bupropion’s mechanism of action and side-effect profile differs from other antidepressants; it does not typically cause sedation but may cause insomnia; to avoid adverse events including an increased risk of seizures, strict dosing guidelines are recommended. One small study of healthy subjects found no significant impact of sustained-release bupropion on psychomotor performance, including on tests intended to simulate flying performance. In patients with major depression, bupropion may improve associated neurocognitive deficits. Research on motor vehicle crash risk indicates that depression, antidepressants, or the combination of depression and antidepressants may present a safety hazard, but the independent contributions of antidepressants to that hazard generally are not well-defined. Typically, bupropion carries a warning that any drug that acts on the CNS may impair users' ability to perform tasks requiring judgment or motor and cognitive skills, and that bupropion users should not drive or operate hazardous machinery until they are reasonably certain that the drug does not adversely affect their performance. Bupropion also generally carries a warning that use in individuals with bipolar disorder without an additional medication to stabilize mood, can precipitate mania. At the time of this accident and the final FAA medical case review for this accident, bupropion use was unacceptable for pilots.","Impaired pilot due to drugs taken","0.7","","0"
"CEN21LA048","On November 6, 2020, at 2045 eastern standard time, an Piper PA-28-140, N9993W, sustained substantial damage when it was involved in an accident near Greenville, Michigan. The commercial pilot and two passengers were uninjured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight.
 
The pilot stated that during the night cross country flight, he flew to and landed at two airports performing a total of two full stop landings and one touch and go landing, prior to returning to the departure airport. Before approaching the departure airport, he performed two steep turns and a power-off stall. He then performed a low pass about over runway 18/36 to check for deer prior to a straight-in approach for landing on runway 28. During a right turn for the approach, the engine lost power and a subsequent engine restart attempt was unsuccessful. He stated that he could still hear some engine noise and tried to use the throttle to pump fuel. He stated there was a slight rise in engine speed when he first pumped the throttle. He stated he did not look at the tachometer or oil pressure gauge to determine if the engine was still running. He did not check the magnetos due to the low altitude but saw that the magneto switch was on BOTH. He then performed a forced landing on a partially harvested corn field. During the landing, the airplane sustained substantial damage that included damage to the firewall, fuselage, left wing, and right wing.
 
When the pilot was asked about his use of the fuel quantity gauges to verify fuel level, he stated he does not look at them because they are only accurate when empty. He stated he does his planning and keeps track of fuel burn on paper. The pilot stated he switched from the left fuel tank to the right fuel tank at 1954, from right fuel tank to left fuel tank at 2025, and before entering the airport traffic pattern, he switched back to the right fuel tank to be on fullest fuel tank. He stated that based upon his fuel consumption calculations, there should have been 7 gallons of fuel remaining in each fuel tank.
 
Postaccident examination of the airplane revealed about 1 pint of 100 low lead (100LL) aviation fuel was present in the left fuel tank and about 12 gallons of 100LL was present in the right fuel tank. Both fuel tanks were found intact after the accident sequence. 
 
The left fuel quantity transmitter was out of tolerance, reading 3 ohms high on FULL and 27 ohms high on EMPTY. When moving the left transmitter through the range, the ohmmeter fluctuated significantly, indicating dead spots in the transmitter. The right transmitter was slightly out of tolerance, reading 0.5 ohm low on FULL. The EMPTY range was within tolerance.

The fuel selector valve was removed and inspected. The valve rotation was stiff and the detents for the valve position were not readily perceptible. The valve exhibited rotational scoring in the valve body and on the plug cock. The plug cock also was discolored and had contaminant buildup. The detents on the plug cock were worn. The pilot stated that because of the lack of detents, he visually verified the position of the selector lever.
The carburetor bowl drain plug was removed to observe the fuel quantity and quality. Approximately one tablespoon of a blue liquid consistent with 100LL was present. 

The airframe fuel strainer bowl was found loose, with the safety wire intact. The bowl was not seated in the strainer housing and the thumbwheel on the bail wire was loose. The was no damage to the strainer except for a bent ear on the quick drain valve. The gascolator strainer was removed to inspect condition. No fuel was found in the strainer bowl.

","Don't know","0","","0"
"ERA20CA117","A witness observed the pilot walking around his airplane while his 11-year-old son sat inside the aircraft. The next thing the witness observed was the pilot laying unresponsive in front of the engine and the son screaming on the phone to 911. The son was trying to describe his location, so the witness called ground control on his airplane's radio, who in turn dispatched rescue personnel. According to the police report, the pilot sustained a serious head wound and blood spatter was observed on the propeller. The report also stated that the airplane's power and fuel had to be turned off and the airplane tied down after the pilot was taken to the hospital. According to the pilot's wife, her husband and son were planning to depart on a cross country flight before the accident occurred.","Unresponsive pilot","0.7","","0"
"ANC20LA043","On April 11, 2020, about 2025 Alaska daylight time, a Cessna A185E, N185RN, was substantially damaged when it was involved in an accident near D&C Fire Lake Flying Club Seaplane Base (D72), Eagle River, Alaska. Of the four occupants onboard, the pilot and one passenger sustained serious injuries, and two passengers sustained minor injuries. The airplane was operated as a Title 14 Code of Federal Regulations (CFR) Part 91 personal flight.
Due to the injuries sustained in the accident, the pilot had no recollection of the accident flight. The pilot-rated passenger, seated in the front right seat, reported they were returning home from the family’s cabin and the pilot began the initial descent about 5 miles north of Fire Lake. He said that the pilot’s intentions were to over fly the lake to inspect the landing area, followed by a left base turn, and a landing on the frozen lake to the north. He added that as they flew over the north side of the lake, on a southerly heading, the pilot began to maneuver the airplane for the approach to land and the engine suddenly lost all power, but the propeller continued to windmill. The pilot continued to fly the approach and set up to make an emergency landing. As he maneuvered the airplane to the left, he said, in part: “We are going down” which was immediately followed by the sound of the stall warning horn. The airplane subsequently struck a stand of trees and a powerline, and then pitched down violently and struck the ground in a nosed down attitude.  

The pilot-rated passenger reported that immediately after regaining consciousness, moments after the accident, he realized that he had gasoline in his eyes and on his coat.   
A witness on the ground reported that he observed the airplane fly over the northeast corner of the lake, and head south, at an altitude of about 600 ft. As the airplane passed overhead, he noted that the flaps were initially in the retracted position. He heard the power suddenly change from a mid-range cruise setting to an abrupt loss in power. He added that the propeller continued to windmill following the loss of engine power, and that once the airplane was about midway over the lake it banked to the southwest. He then recalled that the flaps had been extended and the airplane appeared to be in a forward sideslip momentarily. After briefly losing sight of the airplane, he witnessed it heading east toward the direction of the lake. A few seconds later he heard an airplane impact the trees and the ground.
The airplane came to rest in a residential yard in a near vertical position after impacting multiple trees and a powerline. The wings, fuselage, engine, and empennage were impact damaged. The landing gear appeared to be extended in the ski down position. All parts of the airplane were located at the accident site.
Federal Aviation Administration (FAA) inspectors that responded to the accident site reported that the outboard left wing leading edge had impacted the ground and that the right wing had not impacted the ground. They observed no fuel on the ground, no odor of fuel was noted at the scene of the accident, and there was no evidence of a post-crash fire. The empennage was separated but remained connected to the fuselage by the flight control cables. The left and right flap appeared to be positioned in the down (extended) position. The fuel selector was found set to the middle (BOTH) position. There were no propeller ground strike marks, and the propeller was damaged. 
The FAA inspectors further reported that where the right wing connects with the forward pillar that the fuel line was pulled from the fuel tank. They added that they removed the left inboard fuel tank cap and observed that the fuel tank membrane was completely dry. Then they removed the left outboard fuel tank cap and observed that the tank membrane showed the presence of fuel. They dipped the left tank and the dip stick went to the outboard aft corner of the tank, which was the lowest point in the fuel tank due to the position of the airplane. A moisture mark was noted about 1.5 to 2 inches up on the stick when it was removed. They did not pull the fuel tank caps on the right tanks due to the position of the airplane.  
First responders reported minimal evidence of a fuel spill at the accident scene upon arrival. During the recovery of the airplane wreckage the following afternoon, no fuel was found in either wing. Residual fuel was found in the fuel strainer that contained minor sediment and no blockages were found in the engine fuel lines. Examination of the airplane revealed no evidence of preimpact malfunctions or anomalies. 
The pilot rated passenger reported they sumped the fuel tanks prior to the flight and no water or contaminates were noted. He said he was unsure of the quantity of fuel onboard before the flight because “they do not dip the tanks or visually check fuel levels; they rely on the fuel totalizer for the fuel quantity.” He was unsure when the last time fuel was added, but said the pilot usually flew to Birchwood Airport (BCV), Alaska to refuel. He did not recall the fuel quantity just before the accident and did not know of any mechanical problems prior to the accident.
A Garmin GPSMap 495 portable global positioning system (GPS) was recovered and subsequently download and analyzed. The downloaded data revealed that the airplane was last flown to BCV, the pilot’s reported usual refueling airport, on March 28, then flown to the family’s cabin, and the airplane then returned to Fire Lake that same day. On April 4, the airplane was flown from Fire Lake to the family’s cabin and back to Fire Lake. On April 11, the day of the accident, the airplane was again flown from Fire Lake to the family’s cabin, and the accident occurred while returning to Fire Lake. A total of about 4.1 flight hours had elapsed since the airplane had been flown to BCV, or any other intermediate stops between Fire Lake or the family’s cabin.   
A J.P. Instruments (JPI) Fuel Scan, model 450, was recovered and subsequently downloaded at the NTSB's Vehicle Recorders Laboratory. The following preset parameters were recovered from the device:
       Twin/Single Engine: “Single”
        Fuel Units: “Gallons”
    Tanks Size: “68”
       Fuel Remaining: “7.7”
       Fuel Used: “0”
The J.P.I model 450 Fuel Scan system is dependent on user input to provide correct indications of fuel used and fuel remaining parameters.
The airplane was configured with an 84-gallon total fuel capacity (78 usable). Each wing can hold 42 gallons (39 usable) of fuel, with about 3 gallons unusable fuel remaining in each wing after fuel exhaustion. 
The airplane was equipped with a Continental IO-550-D engine, Fluidyne 3600 hydraulic wheel-skis, and a belly-mounted cargo pod. An airplane performance study was performed by the NTSB’s vehicle performance group. The group found that detailed airplane performance data for the Cessna A185E on hydraulic wheel-skis, with the Continental IO-550-D engine, do not exist. However, limited fuel burn data was found. 
Supplemental Type Certificate (STC) SA00344WI, which facilitates the installation of the Continental IO-550-D engine in the Cessna A185E, reflects the following limitations regarding fuel flow at full throttle (2,700 RPM) for the airframe/engine combination: 24.9 gallons per hour (GPH) sea level, 22.6 GPH 4,000 ft., 19.2 GPH 8,000 ft., 17.1 GPH 12,000 ft. However, the throttle, propeller, and mixture settings used on the flights leading up to and the accident flight are unknown. Assuming the airplane had maximum usable fuel when it departed BCV, 4.1 flight hours before the accident, the engine had an average fuel consumption rate of about 19 GPH. 
Title 14 CFR Part 91.151(a) defines the minimum fuel requirements for flight under day VFR. It states that no person may begin a flight in an airplane under VFR conditions unless (considering wind and for","","0","","0"
"ERA22LA434","On September 26, 2022, about 0900 eastern daylight time, a Cessna 414 airplane, N745EP, was substantially damaged when it was involved in an accident at Augusta Regional Airport at Bush Field (AGS), Augusta, Georgia. The private pilot and passenger were not injured. The airplane was operated by the pilot as a personal flight conducted under the provisions of Title 14 Code of Federal Regulations Part 91.
The pilot reported that during a visual approach to runway 35, while crossing over the runway numbers, he received a landing gear unsafe warning horn alert. He also observed a flickering nose landing gear (NLG) down light indication. He performed a go-around and, while in the traffic pattern, he cycled the landing gear up and down with the landing gear switch. The NLG light continued to flicker on and off, and the main landing gear lights were steady green, indicating they were down and locked. The pilot reported that the tower controller advised that the landing gear appeared to be down, so he continued in the traffic pattern for landing.  Upon touchdown the NLG collapsed, and the airplane skidded to a stop on runway 35. The forward fuselage area sustained substantial damage.
An examination of the landing gear system found that the NLG adjusting bell crank and actuator rod were connected. The NLG actuator rod was disconnected from the adjusting bell crank to facilitate recovery of the airplane. The NLG locked into place when moved into position by hand and three green lights were observed in the cockpit. There were no anomalies discovered with any linkages, bell cranks, or actuator arms, that would have resulted in the partial extension of the NLG. The landing gear system could not be otherwise functionally tested due to the airframe damage that prevented normal main and nose landing gear movement.
The manual landing gear extension crank in the cockpit was found in an intermediate position, neither fully stowed nor extended. The crank was found to catch on the pilot seat when it was attempted to be stowed; however, the crank was able to be stowed when it was rotated approximately 1/4 turn.
According to the Airplane Flight Manual, the landing gear emergency extension procedure stated in part: “Hand Crank – Push Button and Stow.” According to the Cessna 414 service manual, information was provided on troubleshooting the landing gear system when all three landing gear were not observed to be down and locked. Several possible issues were listed with corrective actions. The first item listed was, “manual extension crank improperly stowed” with a corrective action being “stow crank properly.”","Issues with the landing gear","0.6","","1"
"ERA20CA189","The pilot of the airplane reported that, while landing, a gust of tail wind pushed the airplane and he landed long.  The airplane then exited the end of the runway and impacted vegetation.The airplane sustained substantial damage to both wings.

The pilot reported that there were no preaccident mechanical failures or malfunctions with the airplane that would have precluded normal operation.

An airport's automated weather observation station located 7 miles to the south-east, reported that, about the time of the accident, the wind was variable at 4 knots.","Weather/wind caused the crash","0.7","","0"
"CEN21LA416","On September 10, 2021, about 1040 mountain daylight time, a Cessna 175 airplane, N9343B, was substantially damaged when it was involved in an accident near Hot Springs, South Dakota. The pilot and three passengers were not injured. The airplane was being operated as a Title 14 Code of Federal Regulations Part 91 personal flight. 
The pilot reported that the airplane touched down “with a gentle skip then easing forward on the yoke pinned my main gear firmly on the turf.” During the landing roll, the airplane began to veer to the right, and the pilot applied rudder inputs to correct. The airplane subsequently spun around and came to rest upright with the left main landing gear leg separated. The pilot stated the airplane was modified to conventional landing gear through a supplemental type certificate (STC) SA383GL kit in 2013. 
Postaccident examination of the airplane revealed the left wing was bent, and the main landing gear box structure was wrinkled. An attachment bolt for the left main landing gear strut was found fractured and separated from the strut.

The National Transportation Safety Board Materials Laboratory examined the fractured bolt and the attachment strut plate. According to the STC SA383GL, the inboard end of each main landing gear strut was attached to the upper side of the strut plate. Each strut inboard attachment bolt was threaded into a self-locking nut plate attached to the lower surface of the strut plate. Examination of the bolt revealed that most of the bolt threads were sheared, and the bolt shank was fractured through the uppermost thread adjacent to the grip. The bolt fracture surface had a dished fracture surface with matte gray features consistent with ductile overstress fracture. 

Bolt thread remnants were observed trapped between threads on the inner diameter of the nut plate, including between the threads at the bottom of the nut plate. The 0.49-inch-thick strut plate was bent downward at the forward and aft ends relative to the middle. The upper plate surface had a machined surface finish and did not show any evidence of fretting contact damage.

The bolt head markings were consistent with an Army-Navy (AN) standard bolt. The measured average bolt hardness corresponded to an estimated ultimate tensile strength (UTS) of 142,000 pounds per square inch (psi); the expected minimum tensile strength is 125,000 psi. 

The composition of the strut plate was identified as consistent with aluminum alloy 2014. The measured average plate material hardness was above the typical hardness range for an alloy 2014 plate.","Fractured bolt","0.5","","1"
"WPR20LA121","On April 10, 2020, about 1332 mountain daylight time, a Piper PA-32RT-300T airplane, N2112A, was substantially damaged when it was involved in an accident near Angostura, New Mexico.  The pilot sustained minor injuries.  The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight.

The pilot reported that prior to the accident flight, he landed at the Los Alamos Airport (LAM), Los Alamos, New Mexico.  During the landing roll, the “engine stopped” and he “presumed at the time, it was due to the 8,500 [ft] density altitude.” The pilot restarted the engine and taxied to the refueling area.  After refueling the airplane, the pilot departed LAM for Kansas City, Missouri, which was northeast of LAM.  About 20 to 25 minutes after departure, he was conducting “S-turn climbs” to avoid terrain.  As the airplane was about 11,000 ft mean sea level, the engine sputtered.  The pilot advanced throttle, mixture, and propeller controls forward, and turned the airplane to the right to avoid terrain.  The pilot stated the stall warning activated during the turn. In response, he lowered the nose and decided to land in an area of snow-covered mountainous terrain.  The airplane came to rest at an elevation of about 12,100 ft and about 45 miles northeast of LAM.

A photograph of the airplane taken by the pilot revealed that the left and right wings were separated and structurally damaged. 

Examination of the recovered airframe and engine revealed no evidence of any preimpact mechanical malfunctions or failures that would have precluded normal operation. 

Recorded engine data captured the accident flight.  The data showed that all recorded parameters were consistent with normal operation throughout the flight until about a unit time of 1847:06, fuel flow, manifold pressure, and engine RPM increased from about 20 gallons per hour (GPH), 25.6 inches, and 2,393 rpm, to about 31 GPH, 32.7 inches, and 2,531 rpm respectively.  At a unit time of 1847:54, fuel flow, manifold pressure, and engine RPM further increased to 36.5 GPH, 36.3 inches, and 2,696 rpm, followed by a decrease that is consistent with the engine losing power or shut down normally, as seen in figure 1.  

Figure 1:  Portion of recorded engine data (last 1 minute, 5 seconds)
","Loss of power maybe","0.1","","0"
"WPR23LA017","On October 18, 2022, about 0740 Pacific daylight time, a Cessna 177RG, N747ML, was substantially damaged when it was involved in an accident near Mesa, Arizona. The pilot sustained serious injuries. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight.
The pilot stated that Falcon Aviation Services, based out of Falcon Field Airport (FFZ), Mesa, Arizona, reinstalled the overhauled engine and signed off the engine logbook entry on October 12, 2022. After multiple ground runs, the pilot completed an uneventful post-overhaul flight.  
The pilot reported that he departed on the accident flight about 0624 with 28 gallons of fuel onboard and maneuvered north of FFZ, where he flew about one hour orbiting about 4,000 ft above the ground at 65% to 75% engine power. The pilot returned to FFZ and was turning the airplane from base to final for runway 04R when the engine lost total power. The pilot attempted to restart the engine but was unsuccessful, and he conducted a forced landing into a water canal. The airplane impacted a berm and came to rest in the canal, resulting in substantial damage to the left wing, fuselage, and engine mount. (See figure 1.) During the recovery of the airplane, about one cup of fuel was recovered from each fuel tank. 

Figure 1. Google map view of wreckage location in relation to FFZ Runway 04R, with embedded picture of accident airplane in water canal.

Postaccident examination of the airframe and engine revealed that the fuel supply line from the fuel injection servo to the fuel flow divider, which attached to the baffle union fitting, exhibited a surging fuel leak when the propeller was manually rotated. Fuel continued to surge from the fuel line fitting as the engine-driven fuel pump actuated with the continuous manual rotation of the propeller. It was determined that the fuel line B-nut (figure 2) was not secured and was able to be turned ½ revolution to “finger tight.” The fuel pump, fuel flow divider, and each corresponding fuel line was secured to its respective mounting pad or fuel system component. 

Figure 2. View of fuel supply line from fuel servo with overlayed close-up view of baffle union fitting connection (photo courtesy of engine manufacturer)

According to the repair station, there were two primary installers of the accident engine, a technician and an inspector. The recovered task card for the engine installation revealed that the fuel system tasks, including a fuel leak check, were completed and signed off by both the technician and the inspector; however, it could not be determined which individual secured the fuel line to the baffle union fitting.","Fuel issues","0.1","","0"
